Job_Title,Average_Salary,Years_Experience,Education_Level,AI_Exposure_Index,Tech_Growth_Factor,Automation_Probability_2030,Risk_Category,Skill_1,Skill_2,Skill_3,Skill_4,Skill_5,Skill_6,Skill_7,Skill_8,Skill_9,Skill_10
Research Scientist,85983.0,,Bachelor's,0.63,1.11,0.12,Low,0.41,0.37,0.17,,0.39,0.18,0.45,0.42,0.13,0.13
Graphic Designer,98407.0,13.0,Master's,0.71,1.44,0.33,Medium,0.12,0.05,0.53,0.62,,0.8,0.69,0.99,,0.06
Marketing Manager,130641.0,19.0,Master's,0.93,,0.32,Medium,0.89,0.47,0.77,0.08,0.96,0.61,0.9,,0.54,0.17
UX Researcher,56363.0,3.0,Bachelor's,0.47,1.37,0.35,Medium,1.0,0.88,0.39,,0.92,0.12,0.35,0.08,0.95,0.62
Chef,,17.0,Bachelor's,0.56,0.6,0.53,Medium,0.81,0.54,0.87,0.8,0.28,0.63,0.01,,,0.94
Data Scientist,133171.0,,Bachelor's,0.65,1.23,0.61,Medium,,,0.69,0.55,0.6,0.0,0.26,,0.29,0.44
Teacher,143968.0,21.0,PhD,0.61,1.37,0.2,Low,0.56,0.8,0.56,0.84,0.05,,0.81,0.85,,
AI Engineer,89376.0,8.0,PhD,0.18,0.67,0.06,Low,0.99,0.35,,0.06,0.3,0.62,,0.21,0.46,
HR Specialist,70305.0,22.0,PhD,,1.14,0.36,Medium,,0.13,0.4,0.35,0.76,0.64,,0.92,0.72,
Financial Analyst,47054.0,5.0,PhD,0.69,1.12,0.42,Medium,0.35,0.57,0.72,0.41,0.14,0.46,0.96,,0.65,
Mechanic,103080.0,,High School,0.71,1.49,0.34,Medium,0.55,0.68,0.7,0.79,,0.36,0.04,0.36,0.67,0.21
UX Researcher,,21.0,Bachelor's,0.21,0.5,0.36,Medium,0.59,0.39,0.72,,0.8,0.87,0.82,0.45,0.31,0.5
Software Engineer,41928.0,7.0,Bachelor's,0.31,1.04,0.34,Medium,0.23,0.75,0.18,0.14,0.29,0.37,0.33,0.37,,0.17
Doctor,140177.0,24.0,Bachelor's,0.4,0.84,0.25,Low,0.53,0.58,0.56,0.4,0.98,0.04,0.22,0.28,,0.92
Graphic Designer,47024.0,,PhD,0.42,1.41,0.34,Medium,0.65,0.94,0.75,0.28,,0.29,0.11,0.72,0.18,0.11
Teacher,39612.0,10.0,Master's,0.19,,,Low,0.68,0.88,0.03,0.87,,0.17,0.03,0.26,0.92,0.67
Truck Driver,,1.0,High School,0.45,,0.82,High,0.2,0.15,0.99,0.33,0.16,0.01,0.29,0.89,,0.63
Mechanic,149511.0,27.0,Master's,0.51,1.34,0.43,Medium,,0.08,0.72,0.66,0.19,0.39,0.31,0.09,0.58,
Construction Worker,106554.0,,High School,0.55,,0.73,High,0.51,0.99,0.88,0.34,,0.55,0.69,0.69,,
HR Specialist,97173.0,,High School,0.07,0.98,0.67,Medium,0.49,0.06,0.23,0.58,0.09,,0.33,0.82,,0.68
Software Engineer,44517.0,3.0,Bachelor's,0.59,0.71,,Medium,0.67,0.07,0.82,,0.06,,0.59,0.01,0.34,
Security Guard,31321.0,22.0,Master's,0.93,1.18,0.71,High,0.08,0.72,0.55,0.13,0.61,0.81,0.75,0.25,0.26,0.97
AI Engineer,93001.0,,High School,0.32,1.32,0.09,Low,0.2,,0.09,0.85,0.58,0.26,0.85,0.8,0.1,0.64
Chef,35685.0,23.0,Bachelor's,0.72,,0.37,Medium,,0.84,,0.28,0.02,0.86,0.38,0.33,0.35,
Data Scientist,35335.0,13.0,High School,0.57,0.58,0.69,Medium,0.94,0.93,,0.66,0.22,0.05,0.1,0.32,,0.99
Mechanic,110286.0,26.0,Bachelor's,,1.2,0.37,Medium,0.93,0.53,0.28,,0.63,,0.58,0.75,0.15,
Doctor,45641.0,16.0,PhD,0.57,1.18,0.26,Low,0.37,,0.68,,0.68,0.52,0.11,0.8,,0.8
Retail Worker,50242.0,5.0,PhD,,1.27,0.95,High,0.88,0.86,0.25,0.84,0.17,0.2,0.11,,0.11,
Teacher,60166.0,19.0,Master's,0.57,1.38,0.15,Low,0.55,0.17,0.27,0.13,0.41,0.59,0.28,0.85,0.98,0.12
UX Researcher,61232.0,15.0,Master's,0.79,,0.44,Medium,0.39,,0.66,,,0.2,0.32,0.48,0.84,
Graphic Designer,78720.0,29.0,PhD,0.33,0.51,0.68,Medium,0.14,0.29,,,,,0.44,0.02,0.77,
Construction Worker,,4.0,Bachelor's,0.47,1.41,0.8,High,,0.7,0.52,0.19,0.32,,0.43,0.61,0.12,0.63
Marketing Manager,,7.0,High School,0.34,0.72,0.66,Medium,0.69,0.11,0.41,0.67,0.57,0.62,0.57,0.8,0.32,0.71
Teacher,120605.0,29.0,PhD,,1.29,0.11,Low,0.28,0.93,0.03,0.22,0.48,0.4,0.63,,0.07,0.37
Customer Support,,18.0,Bachelor's,0.56,1.1,0.84,High,0.25,0.76,,0.2,0.74,,0.49,0.33,0.51,0.35
UX Researcher,57177.0,0.0,Master's,,0.65,,Medium,,0.15,0.13,0.66,0.65,0.23,0.23,,,0.92
Marketing Manager,85572.0,8.0,Master's,0.87,0.71,,Medium,0.94,0.34,0.31,0.26,0.24,,0.91,,0.67,0.29
Mechanic,,12.0,Master's,0.24,0.61,0.35,Medium,0.6,0.04,0.97,1.0,0.15,0.43,0.77,0.96,,0.25
Nurse,126080.0,1.0,High School,0.29,,0.14,Low,0.77,0.26,0.86,0.23,0.36,,0.29,0.77,0.41,
Software Engineer,144438.0,,High School,,1.02,,Medium,0.22,0.59,0.95,0.08,0.75,0.87,,0.33,,0.23
Construction Worker,34844.0,,PhD,0.14,0.77,0.77,High,,0.42,0.56,0.95,0.25,0.78,0.68,0.12,0.81,0.09
Security Guard,47639.0,21.0,Bachelor's,0.68,1.05,0.87,High,0.64,0.78,0.24,,0.15,0.43,,,0.71,
Construction Worker,86041.0,3.0,Master's,0.37,1.44,0.79,High,0.6,0.75,0.91,0.44,0.36,0.43,0.32,0.65,0.93,
Teacher,68575.0,2.0,Master's,0.46,1.22,0.14,Low,0.55,0.03,0.46,,0.52,,0.75,0.54,0.61,0.53
AI Engineer,,14.0,High School,0.76,1.13,0.18,Low,,0.78,0.19,0.04,0.7,0.14,0.9,,0.6,0.31
Truck Driver,42485.0,16.0,High School,0.48,0.79,0.94,High,0.16,0.75,0.8,0.95,0.55,0.53,0.92,0.8,,0.79
Software Engineer,,13.0,Master's,,,0.56,Medium,0.4,0.61,0.55,,,,0.91,,,0.54
Customer Support,66598.0,8.0,PhD,0.59,0.94,0.77,High,0.33,,0.2,0.59,,0.73,0.31,0.46,0.68,0.96
Retail Worker,132916.0,27.0,PhD,0.3,0.95,0.88,High,,0.54,0.81,0.46,,0.89,0.29,,1.0,0.35
Truck Driver,41311.0,3.0,PhD,0.31,1.01,0.72,High,0.35,0.67,,0.4,0.56,,0.07,0.34,,
Marketing Manager,139940.0,,PhD,0.01,0.51,0.52,Medium,0.55,0.56,0.72,0.92,0.99,,0.51,0.14,,0.57
Marketing Manager,124930.0,,High School,0.13,1.29,0.7,Medium,0.81,0.77,0.26,0.0,0.23,0.79,0.11,0.3,0.56,0.58
UX Researcher,,9.0,PhD,0.98,0.51,0.5,Medium,0.5,0.29,0.53,,0.67,0.09,0.8,0.93,0.12,0.42
Truck Driver,34123.0,16.0,Master's,0.83,,,High,0.57,0.36,0.54,,0.64,0.67,0.68,0.11,,0.63
Financial Analyst,98384.0,13.0,Bachelor's,,0.57,0.37,Medium,0.48,0.45,0.75,0.39,,,0.65,0.6,0.81,0.66
Graphic Designer,102433.0,,Master's,,0.66,0.42,Medium,0.33,0.09,0.69,,0.59,0.48,0.54,0.01,0.1,
Marketing Manager,127550.0,15.0,Bachelor's,,0.83,0.4,Medium,0.03,0.41,,0.0,,0.31,0.57,0.3,0.93,0.73
Software Engineer,76509.0,,Master's,0.26,,0.52,Medium,0.27,0.69,0.89,0.04,0.42,0.59,0.59,0.02,0.21,
Financial Analyst,,11.0,High School,,,0.43,Medium,,0.82,0.19,0.55,0.78,0.83,0.67,0.3,0.82,0.74
Teacher,35853.0,18.0,Master's,0.07,0.54,0.22,Low,,0.77,0.83,0.54,,0.68,0.71,0.68,,0.37
Teacher,95311.0,28.0,High School,0.91,,0.22,Low,,0.31,,0.33,0.79,0.07,0.66,0.68,0.49,0.69
Lawyer,145672.0,28.0,High School,0.73,,0.48,Medium,0.53,0.26,,0.06,0.36,0.3,0.39,0.92,0.37,
Financial Analyst,107045.0,5.0,Bachelor's,,1.3,0.4,Medium,0.09,0.23,0.89,0.28,0.7,0.4,0.26,0.14,0.97,0.52
Lawyer,68211.0,4.0,PhD,,0.91,0.52,Medium,0.18,,0.78,0.42,,0.05,0.44,0.06,,0.73
HR Specialist,,29.0,PhD,0.52,0.63,0.35,Medium,,0.85,,0.12,,0.09,0.88,,0.26,0.3
Financial Analyst,97855.0,3.0,Master's,0.19,0.5,,Medium,0.62,0.04,0.43,,0.91,0.47,0.14,0.29,,0.11
Construction Worker,127891.0,23.0,PhD,,0.51,0.74,High,0.84,0.1,0.03,0.12,0.69,,0.59,0.12,0.18,0.54
UX Researcher,,25.0,PhD,0.66,1.07,0.69,Medium,,0.17,0.86,,,0.55,0.38,0.29,0.92,0.13
Construction Worker,130621.0,21.0,High School,0.0,1.31,,High,0.77,0.15,0.42,,0.27,,0.67,,,0.19
Mechanic,141579.0,,PhD,0.8,0.87,0.36,Medium,0.17,0.99,,0.45,0.26,0.02,0.67,0.96,0.11,
Retail Worker,,10.0,PhD,0.79,,,High,0.93,0.62,0.92,0.24,0.98,0.87,0.11,,0.93,0.08
Nurse,147754.0,11.0,Bachelor's,0.72,0.53,,Low,,,0.58,0.54,0.87,,0.42,,0.75,0.94
Nurse,61937.0,1.0,High School,0.54,0.87,0.27,Low,0.79,,,,0.1,0.56,0.19,0.71,0.28,0.15
Data Scientist,41593.0,25.0,Bachelor's,0.49,,0.64,Medium,0.0,0.84,0.52,0.92,0.2,0.1,,0.71,0.37,0.01
Research Scientist,75337.0,2.0,Master's,0.23,0.85,0.18,Low,0.7,0.96,,0.68,,0.22,0.63,0.78,0.98,0.77
Mechanic,147553.0,19.0,High School,0.23,,,Medium,0.3,0.47,0.91,0.76,0.45,0.98,0.79,,0.11,0.55
UX Researcher,69114.0,24.0,Master's,0.81,1.4,0.4,Medium,0.76,0.54,0.39,,,,0.06,0.59,0.3,0.49
Chef,142467.0,3.0,Master's,,0.65,0.35,Medium,0.19,0.82,,0.73,0.06,,0.77,0.23,,0.29
Truck Driver,95410.0,0.0,High School,0.49,,,High,,0.44,0.16,0.75,0.17,,,0.23,,0.56
Nurse,44802.0,,PhD,0.59,1.25,0.13,Low,0.49,0.93,0.47,,0.16,0.71,0.65,0.87,0.09,0.28
Marketing Manager,,3.0,PhD,,,0.66,Medium,0.29,0.13,,0.6,0.85,0.39,,0.24,0.69,0.74
Construction Worker,58419.0,,PhD,0.03,0.87,0.71,High,0.9,,0.74,0.73,0.24,,,0.56,0.68,0.78
Financial Analyst,74852.0,28.0,Bachelor's,0.14,1.3,0.48,Medium,0.83,0.44,0.22,0.17,0.74,0.57,0.4,0.49,,
UX Researcher,,2.0,High School,0.29,0.89,0.5,Medium,0.17,,0.39,0.29,1.0,,0.64,0.17,0.84,0.91
Security Guard,112654.0,15.0,High School,0.82,0.75,,High,0.32,0.34,0.4,0.37,0.41,,0.25,0.02,0.49,0.45
Customer Support,57476.0,,PhD,0.13,1.01,,High,0.88,,,0.45,,,0.35,0.02,0.48,
Mechanic,109398.0,18.0,PhD,0.58,0.77,0.33,Medium,0.76,0.59,0.84,0.26,0.65,0.12,0.29,,0.83,0.32
Truck Driver,139240.0,10.0,PhD,0.68,,0.92,High,0.51,0.65,0.5,0.45,0.85,0.29,0.04,0.88,,0.37
Data Scientist,143089.0,15.0,Bachelor's,0.68,0.58,0.47,Medium,0.09,0.6,0.03,0.63,0.67,0.49,0.18,,,0.47
Data Scientist,145632.0,18.0,PhD,0.0,,0.59,Medium,0.44,0.34,0.84,0.78,0.98,0.37,0.91,,,0.47
Doctor,,,Master's,0.63,0.67,,Low,0.55,0.9,,0.63,0.41,,0.74,0.23,,0.7
Financial Analyst,44835.0,8.0,Master's,0.23,0.98,0.48,Medium,0.69,0.0,0.59,0.61,0.75,0.89,0.44,0.34,0.1,0.34
Software Engineer,43830.0,6.0,Bachelor's,,1.31,0.47,Medium,0.26,0.12,0.85,,0.27,0.62,0.26,0.23,0.02,0.58
Construction Worker,67293.0,25.0,Master's,0.01,0.6,,High,0.67,0.2,0.89,0.29,0.33,0.22,0.25,0.07,0.29,0.86
AI Engineer,68690.0,13.0,Bachelor's,0.88,0.6,0.16,Low,0.23,0.72,,0.82,0.04,0.32,0.03,0.04,0.08,0.28
AI Engineer,45234.0,1.0,Master's,0.4,,0.24,Low,0.14,0.16,,0.57,0.15,0.85,,0.37,0.42,
Financial Analyst,,3.0,Bachelor's,0.39,0.76,,Medium,0.31,0.7,,0.44,0.24,0.75,0.74,0.02,0.06,0.92
Data Scientist,40270.0,19.0,High School,,0.99,,Medium,0.14,,0.48,0.74,0.03,0.59,0.56,0.84,0.68,0.88
Graphic Designer,52562.0,3.0,PhD,0.41,0.64,0.55,Medium,0.87,0.07,0.56,0.11,0.03,0.68,0.68,0.6,0.86,0.08
Financial Analyst,52065.0,27.0,Bachelor's,,1.0,0.41,Medium,0.74,0.89,0.69,0.79,0.28,0.29,,,0.23,0.52
Lawyer,66183.0,0.0,High School,0.22,1.15,0.32,Medium,0.3,,0.15,0.22,0.88,0.67,,0.21,0.34,
HR Specialist,67098.0,,Master's,0.48,0.91,0.49,Medium,0.11,0.11,0.96,0.98,0.43,0.79,,,0.3,0.31
Construction Worker,74143.0,7.0,High School,0.58,1.42,0.9,High,0.86,,0.8,0.33,0.22,,0.69,0.39,0.85,0.96
AI Engineer,149245.0,11.0,Master's,,,0.16,Low,0.18,0.66,0.6,0.17,0.87,0.85,,0.4,0.82,0.84
Security Guard,112802.0,7.0,Bachelor's,0.96,0.88,0.75,High,0.29,,0.81,0.72,,0.38,0.25,0.02,0.63,0.8
Teacher,76611.0,8.0,High School,0.48,,0.1,Low,0.51,0.21,,0.95,0.82,0.01,0.27,0.21,0.15,0.7
Teacher,48609.0,0.0,PhD,,,,Low,,0.79,,,0.34,0.28,0.04,0.22,0.9,0.84
Financial Analyst,138629.0,15.0,PhD,0.37,,0.36,Medium,,0.56,0.43,0.86,0.62,0.26,,0.15,0.59,0.59
Financial Analyst,53481.0,,Bachelor's,0.2,0.7,0.35,Medium,,0.69,0.7,,0.95,0.88,0.96,0.39,0.88,0.76
UX Researcher,60412.0,17.0,Master's,0.11,1.18,0.35,Medium,0.29,0.5,0.68,0.93,,0.67,0.31,0.69,,0.86
Teacher,,4.0,PhD,0.47,0.93,,Low,0.95,0.33,,0.71,0.9,0.49,0.11,0.37,0.55,0.42
Nurse,37612.0,16.0,High School,0.04,1.19,0.3,Low,0.92,0.68,0.84,0.26,0.62,0.06,0.71,0.97,0.86,0.53
UX Researcher,87623.0,12.0,High School,0.94,0.72,0.62,Medium,0.27,0.88,0.1,,0.72,0.17,0.16,0.56,0.83,0.27
HR Specialist,84503.0,2.0,Bachelor's,,1.08,0.56,Medium,0.04,0.37,0.26,0.15,0.39,,0.73,0.6,0.91,
Doctor,,23.0,PhD,0.53,0.5,0.25,Low,0.51,0.49,0.36,0.37,,0.02,,0.51,0.15,0.78
Teacher,73281.0,15.0,High School,0.1,0.74,0.14,Low,0.04,0.14,,0.31,,0.84,0.19,0.12,0.63,0.8
HR Specialist,66492.0,3.0,High School,0.01,0.91,0.59,Medium,0.83,0.06,,,0.07,0.49,,0.74,,
Data Scientist,52368.0,8.0,PhD,0.01,0.76,,Medium,0.69,0.38,0.54,0.52,0.16,0.62,0.44,,0.69,
Security Guard,,14.0,Master's,0.7,0.59,0.9,High,0.22,,0.94,0.57,0.42,0.01,0.13,0.58,0.49,0.36
Chef,,17.0,Master's,0.77,0.62,0.58,Medium,0.91,0.18,0.84,0.12,0.57,0.34,0.47,0.3,,0.74
UX Researcher,68197.0,23.0,High School,0.87,0.89,0.62,Medium,0.26,0.66,0.1,,0.1,0.32,0.03,0.63,,0.74
Teacher,101721.0,9.0,Master's,0.22,0.91,0.15,Low,0.13,,0.28,0.72,,0.88,0.39,0.9,0.34,
Mechanic,125101.0,12.0,Bachelor's,0.52,0.62,,Medium,0.78,,0.49,0.53,0.69,0.04,0.59,0.0,0.27,
Security Guard,143605.0,3.0,Master's,,0.67,0.87,High,0.37,0.62,1.0,0.99,0.35,,,,0.45,
Financial Analyst,124183.0,10.0,PhD,,1.23,0.46,Medium,0.83,0.49,0.87,0.27,,0.25,,0.29,0.15,0.99
Teacher,81907.0,12.0,Master's,0.64,1.39,,Low,0.68,0.52,0.88,0.57,0.13,0.37,0.45,0.94,,0.88
Software Engineer,,29.0,High School,,,0.38,Medium,0.41,0.81,0.61,0.83,0.25,0.75,0.2,0.55,0.43,
Truck Driver,50893.0,,PhD,0.36,1.17,0.84,High,0.55,0.51,0.94,,0.36,0.35,0.55,0.1,0.3,0.23
Research Scientist,,13.0,PhD,0.64,0.88,0.09,Low,0.89,0.87,0.86,0.39,0.06,0.11,,0.22,0.87,0.99
Research Scientist,129941.0,0.0,PhD,0.73,1.09,0.24,Low,,0.6,0.15,0.16,0.58,0.33,0.91,0.61,0.68,
Truck Driver,65310.0,0.0,High School,0.43,1.21,,High,0.98,0.67,0.66,0.92,1.0,0.2,0.81,0.16,0.46,0.1
UX Researcher,111301.0,,High School,0.47,1.13,0.57,Medium,0.62,0.29,0.84,0.55,0.49,0.99,0.28,0.53,0.68,0.13
Graphic Designer,,25.0,PhD,0.8,0.74,0.5,Medium,0.63,0.67,0.73,0.87,0.39,0.71,0.73,0.3,0.97,
Customer Support,,20.0,Master's,0.68,,0.81,High,0.86,0.69,0.66,0.22,,0.43,0.73,0.62,0.09,0.31
Teacher,137582.0,,High School,0.74,1.24,,Low,0.12,0.29,0.25,0.78,0.18,0.46,0.67,,1.0,0.95
Software Engineer,,13.0,Master's,0.75,1.26,,Medium,,0.45,,,,0.78,0.87,,,
HR Specialist,94690.0,17.0,PhD,0.22,1.22,0.37,Medium,0.4,,0.17,0.58,,0.46,0.2,0.77,0.31,0.34
Marketing Manager,106145.0,25.0,High School,0.43,0.96,,Medium,0.97,0.9,0.61,0.04,0.61,0.09,0.71,,,0.94
Teacher,144256.0,,PhD,0.46,1.09,0.1,Low,0.93,0.43,,0.76,0.22,,0.56,0.67,0.57,0.66
Nurse,94322.0,12.0,Bachelor's,,0.86,,Low,0.05,0.3,,,0.82,0.08,0.56,0.4,0.81,0.06
Retail Worker,97504.0,3.0,Bachelor's,,0.66,0.87,High,0.82,0.7,0.44,0.88,0.14,0.26,,0.06,0.1,0.4
Graphic Designer,64897.0,11.0,Master's,0.91,0.97,,Medium,0.18,0.38,0.21,0.08,0.67,,0.29,0.78,0.78,0.49
Lawyer,53425.0,18.0,Master's,0.92,1.17,0.4,Medium,0.61,0.41,0.64,0.47,,0.74,,0.08,0.07,0.31
Lawyer,69426.0,26.0,PhD,0.28,1.15,,Medium,0.7,0.77,0.12,0.65,0.96,0.19,0.91,0.61,0.59,0.05
Lawyer,69801.0,0.0,Bachelor's,0.48,1.22,,Medium,0.52,0.26,,0.16,0.87,0.12,0.38,0.33,0.87,0.48
Lawyer,102904.0,1.0,High School,0.74,1.35,0.34,Medium,0.25,0.14,,0.72,0.17,0.13,0.61,0.23,0.48,0.05
Customer Support,72020.0,6.0,Bachelor's,0.54,1.15,,High,0.28,,0.72,0.58,0.63,0.09,0.86,0.77,0.59,0.92
Lawyer,59362.0,,Master's,0.27,0.8,,Medium,0.65,0.8,0.29,1.0,0.14,0.96,,0.55,0.59,0.78
Security Guard,113366.0,20.0,Master's,0.53,1.4,0.72,High,0.91,0.73,0.77,0.06,,0.93,0.12,,0.78,0.23
AI Engineer,114142.0,,PhD,0.62,1.35,0.11,Low,0.44,0.62,0.92,0.02,0.21,,,0.28,0.59,0.89
Marketing Manager,94197.0,3.0,Bachelor's,0.24,1.36,0.55,Medium,,0.36,0.79,0.74,0.58,0.14,0.8,0.31,0.77,0.65
Financial Analyst,73518.0,2.0,High School,0.21,0.63,0.4,Medium,0.16,0.62,0.6,0.59,0.64,0.81,,0.23,,0.08
Mechanic,138460.0,20.0,Bachelor's,0.65,0.99,0.6,Medium,0.43,0.13,,0.08,0.19,0.28,1.0,0.42,0.5,
Marketing Manager,38628.0,18.0,PhD,0.49,,0.62,Medium,,,0.93,0.68,0.62,0.76,,0.16,,0.56
Software Engineer,72353.0,,Master's,0.44,1.26,,Medium,,0.84,0.62,0.18,0.81,0.66,0.33,0.38,0.16,0.84
Lawyer,47054.0,19.0,Master's,0.56,1.38,0.31,Medium,,0.16,0.03,0.66,0.63,,0.15,0.15,0.95,
Data Scientist,,2.0,Master's,0.32,0.93,0.34,Medium,1.0,,0.62,0.59,0.5,,0.23,0.55,,0.07
Retail Worker,127014.0,11.0,Master's,0.92,1.41,0.7,Medium,0.11,0.58,0.85,0.95,0.86,0.68,0.2,0.07,0.05,
AI Engineer,,22.0,Master's,0.74,,0.07,Low,0.91,0.52,0.9,0.9,0.2,0.38,,0.77,0.5,
Security Guard,134371.0,6.0,Bachelor's,,,0.87,High,0.07,,0.18,0.03,0.33,0.27,0.79,,0.73,0.02
Mechanic,77687.0,28.0,Bachelor's,0.03,0.72,0.45,Medium,0.61,0.99,0.35,0.06,,0.9,0.7,,0.12,
Truck Driver,40128.0,23.0,Master's,0.86,,0.86,High,0.52,,0.2,0.64,,0.99,0.03,,,0.83
Research Scientist,,12.0,Bachelor's,0.47,0.52,0.07,Low,0.61,0.19,0.69,0.79,0.85,0.13,0.46,0.95,0.77,0.12
Customer Support,37109.0,,High School,0.05,1.21,0.91,High,0.7,0.64,0.25,0.49,0.72,0.19,0.48,0.12,0.53,0.57
Financial Analyst,97672.0,7.0,Bachelor's,0.47,1.09,0.7,Medium,0.62,0.75,0.19,0.53,0.01,0.03,0.32,0.47,0.58,0.89
Mechanic,149593.0,19.0,High School,0.3,1.24,0.52,Medium,0.78,0.41,0.09,0.62,0.56,0.95,0.16,0.66,0.47,0.38
AI Engineer,81108.0,6.0,Master's,0.48,,0.17,Low,0.94,,0.29,,,0.45,0.6,0.27,0.77,0.1
Graphic Designer,77197.0,3.0,Bachelor's,0.83,1.39,0.61,Medium,0.58,0.57,,0.23,0.38,0.99,0.15,0.54,0.87,
Customer Support,113499.0,6.0,Master's,,0.93,0.94,High,0.09,0.59,0.92,0.95,0.85,0.86,,0.22,0.73,0.98
Truck Driver,133462.0,6.0,Master's,0.26,,0.87,High,0.21,0.72,0.59,0.61,0.31,,0.62,0.59,0.34,0.3
HR Specialist,96393.0,13.0,Master's,0.49,1.47,0.61,Medium,0.85,0.51,0.53,0.2,,,0.74,,,
Construction Worker,99226.0,11.0,High School,,0.76,,High,0.66,0.11,0.14,,0.59,,0.27,0.87,0.11,0.21
Construction Worker,55483.0,1.0,Bachelor's,,1.39,,High,0.07,0.48,,0.93,0.42,0.45,,0.64,0.21,
UX Researcher,,27.0,Master's,0.27,0.64,0.58,Medium,0.82,0.06,0.11,0.09,0.05,0.66,0.59,0.66,,0.82
Retail Worker,59737.0,15.0,Bachelor's,0.92,0.99,0.9,High,0.41,0.44,0.85,0.11,0.56,0.73,,0.59,0.45,0.26
Retail Worker,40364.0,0.0,Master's,0.37,1.3,0.71,High,0.23,0.35,,0.32,0.04,0.17,,0.18,,0.77
UX Researcher,,,Master's,0.41,1.47,0.48,Medium,0.93,,0.4,,0.55,0.58,0.25,0.79,0.5,0.01
Customer Support,36534.0,24.0,High School,0.8,0.75,0.71,High,,,0.08,0.94,,0.94,0.65,,0.79,0.03
Research Scientist,85012.0,4.0,Master's,,,0.17,Low,0.95,0.29,0.49,,,,0.26,0.86,0.81,0.79
Construction Worker,,,High School,0.46,,0.8,High,0.1,0.39,,0.39,,0.6,0.36,0.71,,0.92
Teacher,124580.0,12.0,Bachelor's,0.69,1.17,0.29,Low,,0.31,0.17,0.27,0.5,0.84,0.28,0.16,0.27,0.1
UX Researcher,,8.0,PhD,,,,Medium,0.43,0.28,,,0.72,0.58,,0.94,0.1,0.26
Data Scientist,,26.0,Bachelor's,0.03,1.09,0.68,Medium,0.68,0.09,,,,0.29,0.47,,0.26,0.18
Retail Worker,127054.0,27.0,Master's,0.49,1.43,0.77,High,0.04,0.62,0.06,0.51,0.38,0.48,0.16,0.09,0.75,0.25
AI Engineer,,11.0,Bachelor's,,0.7,0.28,Low,,,0.42,0.18,,0.96,,,0.9,0.6
Chef,102564.0,14.0,High School,0.43,1.34,,Medium,,0.29,0.68,,0.73,0.56,0.25,,0.14,0.33
HR Specialist,47928.0,17.0,High School,0.78,0.81,0.32,Medium,0.18,0.61,,,0.9,0.5,0.71,,0.31,0.16
Security Guard,48560.0,21.0,PhD,0.93,1.39,0.93,High,0.97,0.17,0.15,0.43,0.69,0.44,0.89,0.72,0.63,0.07
Truck Driver,81290.0,,PhD,0.43,1.48,0.78,High,,0.99,0.26,,0.55,0.55,0.92,0.03,0.41,
Customer Support,63897.0,4.0,High School,,,0.79,High,0.25,0.58,0.7,0.81,0.35,0.81,0.46,,0.85,0.55
Software Engineer,124752.0,29.0,PhD,,1.06,0.3,Low,,0.28,0.5,0.2,0.3,0.69,0.43,0.63,,0.34
Software Engineer,78008.0,19.0,Bachelor's,0.78,,0.52,Medium,0.38,,,0.35,0.7,0.13,0.97,0.78,0.3,
Truck Driver,75018.0,16.0,High School,0.55,,0.83,High,0.66,0.99,0.78,,0.77,0.48,0.31,0.26,,0.0
Doctor,,11.0,PhD,0.13,1.46,0.07,Low,0.5,0.92,0.61,,,0.35,0.19,0.85,0.06,
AI Engineer,43096.0,26.0,PhD,0.63,,0.3,Low,0.39,0.96,0.4,0.68,0.64,0.09,0.74,0.21,,
Research Scientist,65504.0,14.0,Master's,0.56,1.02,,Low,0.82,,0.63,0.38,0.22,0.2,,0.99,0.7,
Lawyer,115692.0,,High School,0.63,1.01,0.49,Medium,0.63,0.31,0.64,,0.84,0.73,0.32,0.45,,0.26
Truck Driver,72971.0,9.0,High School,0.1,1.07,0.8,High,,0.43,0.28,0.07,0.29,0.29,0.36,0.37,,
Doctor,75456.0,27.0,Master's,0.88,,0.14,Low,0.95,0.76,0.17,0.05,0.21,0.78,0.63,,0.74,
Marketing Manager,42929.0,12.0,High School,0.79,1.47,0.36,Medium,,0.34,0.42,0.47,0.63,,0.6,0.93,0.26,0.4
HR Specialist,87735.0,6.0,PhD,0.32,1.48,0.59,Medium,0.48,0.75,0.47,,0.54,0.63,0.98,0.04,0.51,0.1
Chef,69029.0,23.0,High School,0.61,0.73,0.6,Medium,0.51,0.22,0.49,,0.86,0.01,0.01,0.61,0.97,0.86
UX Researcher,50387.0,18.0,Master's,,1.13,0.63,Medium,0.36,0.43,0.12,0.15,,0.1,0.2,0.23,0.44,0.05
Customer Support,94918.0,29.0,PhD,0.93,,,High,0.84,0.31,,0.04,0.64,0.55,0.23,0.83,,0.28
Graphic Designer,56154.0,26.0,PhD,0.24,1.18,0.35,Medium,0.69,0.24,,0.17,0.73,0.06,0.17,,0.04,0.75
Retail Worker,141634.0,0.0,PhD,0.78,,,Medium,,0.56,0.98,0.66,0.37,0.15,0.15,0.36,0.71,0.03
Construction Worker,50377.0,0.0,PhD,0.94,1.39,0.93,High,0.02,0.98,0.37,0.87,0.19,0.45,,0.04,0.94,
Lawyer,74516.0,10.0,High School,0.53,1.25,0.44,Medium,0.76,0.49,0.64,0.96,0.47,0.42,0.91,0.9,0.99,0.55
